######################################################################################
# PhishScore | PhishStats                                                            #
# Score ranges: 0-2 likely 2-4 suspicious 4-6 phishing 6-10 omg phishing!            #
# Ranges may be adjusted without notice. List updated every 90 minutes. Do not crawl #
# too much at the risk of being blocked.                                             #
# Many Phishing websites are legitimate websites that have been hacked, so keep that #
# in mind before blocking everything. Feed is provided as is, without any warrant.   #
# CSV: Date,Score,URL,IP                                                             #
######################################################################################
"2024-08-03 17:23:43","4.80","https://us14.list-manage.com/survey?u=362bdfa333fb7afb48e11d2c6&id=0c165a865d&attribution=false","23.201.160.160"
"2024-08-03 17:23:42","2.90","https://us13.list-manage.com/survey?u=c2f98f6dd4ca26884b427f09e&id=85146a31c2&attribution=false","23.201.160.160"
"2024-08-03 17:23:41","3.90","https://us13.list-manage.com/survey?u=435a901fa1041e89bc9e6537f&id=056aeaf4b3&attribution=false","23.201.160.160"
"2024-08-03 17:23:40","2.90","https://us13.list-manage.com/survey?u=2cd161398e8063270b785bf11&id=4de83d8243&e=*","23.201.160.160"
"2024-08-03 17:23:29","3.30","https://unionparkassociation.exnet.su/NAgku/","172.67.155.170"
"2024-08-03 17:23:22","5.60","https://tutbuzz.com/index92.html","2606:4700:3035::6815:252b"
"2024-08-03 17:23:11","2.00","https://trackingservice.monday.com/tracker/link?r=euc1&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvcmlnaW5hbFVybCI6Imh0dHBzOi8vbXl3b3Jrc3BhY2U0N2UzNy5teWNsaWNrZnVubmVscy5jb20vc3dpc3Njb20iLCJlbWFpbElkIjoiZDlkZWMzYmItMDRlMy00ZGJhLWFkNjgtODc1ZDZiMThkMWE5IiwiaWF0IjoxNzIyNTIxMzMyfQ.VMgbebMqRt46Gg0dORCMWhXdg2gCSqLN66A-4Yk-SoM","2606:4700::6810:3213"
"2024-08-03 17:23:09","3.70","https://thewelcomeproject.co.uk/wp-admin/check.html","77.68.84.226"
"2024-08-03 17:23:05","2.20","https://tepcoservua.com/9555400121","107.173.236.185"
"2024-08-03 17:23:04","2.70","https://techsolveglobal.co.uk/wp-admin/go.html","178.62.16.148"
"2024-08-03 17:22:58","3.10","https://swchepost.com","91.92.249.112"
"2024-08-03 17:22:50","4.80","https://sufibi.surveytracker360.com/ruhi/fire/jowi/index.php#/ruhi/fire/jowi/index.php?rpclk=A70Hw0oLCdLmeE5oqP3NAgxTdyyoEYjNvN1Y4JfzXUsbk46iRMtW%2B1uzS0STVl9MiPxgwNEm%2FB%2BVQ%2Ff9ydqXvi0AiKHU7BLNX111xPxd1Q5lvTi9cGbIM2yPqJNht%2BcID6K3iu065a5P1fuJ54FhG8c9uV8URglU%2FVPMK4McLwT%2Bg4OEc6xzpILKSInlarA1bvbZssDgYDgsvlVfVf8QgronnGaFuH72X3Iv2aVjjJH5awuB%2Fggar5ULts4W6tUF8MrqKVwUqQ7brXPQrTg%2FhkQcrvB725jt1ZrWO977U%2FVpVZvTQKcJ5kmxt3YNcqerw%2FdKtncXOQ%2B92T%2BPHRDSFTq90hBCA4d4Zm4PNunaaSo1tPesqc4s1Eg8%2BMdaNNGzFEJw5XJu8mcJuvKFiIjVJY2X9zc0F0Sn9k5oEbNXve5eAEmql8T%2FbB5KXKfDqKin9fNrlGOCZkXx4rcJ%2BMnw5mE0X7QI0E9I%2BaXrCJmAMgit9Np6MvxE%2FE%2FLTVg4XsxM5dTy4Ls%2FPOAEz6LqsOK9QorgS8xLQQJ2LZFPWKGOfEQkT51Ua0Wl36AfeGK8Yy2B5vpxuFXV6T8noBOptInO24epD8NWbaLHFrym0777JEE2zzPTfdjUhO6uaW","99.83.175.80"
"2024-08-03 17:22:48","3.20","https://spk-check.com","172.67.187.213"
"2024-08-03 17:22:45","4.20","https://sparkassen-dienst.com/s/anmeldung.php","2606:4700:3035::6815:5a33"
"2024-08-03 17:22:33","2.50","https://siteid-2237543.univer.se/","76.76.21.9"
"2024-08-03 17:22:25","2.60","https://setsuokato95328.activehosted.com/f/1","2606:4700::6811:ce1f"
"2024-08-03 17:22:18","4.10","https://rzwebsite.com","87.121.112.75"
"2024-08-03 17:22:15","4.40","https://rosebudssiamese.com/server/ionos/reindex.html","192.124.249.89"
"2024-08-03 17:22:13","2.60","https://reloanr.com","87.121.112.75"
"2024-08-03 17:22:09","4.30","https://qrco.de/bfGp3p","18.238.49.92"
"2024-08-03 17:22:04","5.60","https://pub-ee7ff3b3632e4a2abf2975f9c3126447.r2.dev/ZimoTa.html","2606:4700::6812:323"
"2024-08-03 17:21:59","5.60","https://pub-1bc791c0886248da896eb648cebc0973.r2.dev/ZimoFriTa.html","2606:4700::6812:223"
"2024-08-03 17:21:58","4.80","https://process.secured.ml/letter.php","104.21.68.85"
"2024-08-03 17:21:57","5.60","https://prihleni.ubpages.com/prihlenicentrumcz/","104.18.21.83"
"2024-08-03 17:21:52","4.90","https://post.datench.com/de/receive/79469380","2606:4700:3032::6815:4525"
"2024-08-03 17:21:50","2.40","https://pladm.com","87.121.112.75"
"2024-08-03 17:21:48","3.60","https://pide.tuplataformaenlinea.click/","2606:4700:3035::ac43:9648"
"2024-08-03 17:21:44","2.40","https://peru.atheu.cc","104.21.93.108"
"2024-08-03 17:21:40","1.50","https://parcel-ch-track.com/","85.239.34.216"
"2024-08-03 17:21:37","1.40","https://ow.ly/ECtn50SQwEV","34.201.248.59"
"2024-08-03 17:21:36","3.00","https://ovanglobal.com/essaypark/Logg.htm","45.119.213.190"
"2024-08-03 17:21:26","3.30","https://nicemonacotours.com/old/","70.40.220.70"
"2024-08-03 17:21:24","1.90","https://nicemonacotours.com/old","70.40.220.70"
"2024-08-03 17:21:00","2.00","https://movistar-d.top/ec/","2606:4700:3033::ac43:b52a"
"2024-08-03 17:20:49","3.00","https://mosbarbers.co.uk/AMORA/","89.116.104.49"
"2024-08-03 17:20:48","5.20","https://monroecreditpro.com/wp-content/plugins/rnyajvu/mak.php","151.101.194.159"
"2024-08-03 17:17:14","2.00","https://metaski-connecthelp.gitbook.io/us","104.18.1.81"
"2024-08-03 17:17:06","3.20","https://metanasklogin-1cc40e.webflow.io","151.101.2.188"
"2024-08-03 17:16:35","2.00","https://metamia--crome-ex.gitbook.io/us","2606:4700::6812:151"
"2024-08-03 17:13:07","4.10","https://meetatmsskloginnn.webflow.io","151.101.66.188"
"2024-08-03 17:09:52","6.30","https://manage-sbb-onlinepass-sparkbuss880332.codeanyapp.com/SPPFXpWGlxbN/Smanage/f/signin.php","198.199.109.95"
"2024-08-03 17:09:38","2.50","https://mail.cuiestar.net/mo7/?account=rrovegno@cajaarequipa.pe","2606:4700:3034::6815:4410"
"2024-08-03 17:09:36","2.10","https://mail.aaminmaccarpet.com/mo2/?account=rrovegno@cajaarequipa.pe","104.21.43.151"
"2024-08-03 17:09:19","1.80","https://magic.ly/housemainentest","104.21.36.90"
"2024-08-03 17:08:48","2.00","https://lnt-er-ban-k-enlinea-solicitud-pe.top/","2606:4700:3032::ac43:809b"
"2024-08-03 17:08:42","4.40","https://l.lamafgi.com/hab","52.72.49.79"
"2024-08-03 17:08:41","1.40","https://linkr.it/3usDAM","34.149.124.255"
"2024-08-03 17:08:35","5.90","https://leolus.com/tekata/DKR/signin.php?212.5.158.68","192.185.181.5"
"2024-08-03 17:08:23","5.60","https://lchbill.com","87.121.112.75"
"2024-08-03 17:08:21","1.90","https://lbchardmoney.com","87.121.112.75"
"2024-08-03 17:08:19","3.90","https://l.barabish.com/oj0","52.72.49.79"
"2024-08-03 17:08:18","1.50","https://lamdep.vip/wp-content/uploads/go.html","103.221.223.85"
"2024-08-03 17:07:49","2.80","https://krakenloginmr.gitbook.io/us","2606:4700::6812:51"
"2024-08-03 17:07:32","3.40","https://keepo.io/easypa/","2600:9000:2512:1c00:10:efe9:5fc0:93a1"
"2024-08-03 17:07:27","3.90","https://kbcagri.com","87.121.112.75"
"2024-08-03 17:07:17","4.10","https://juliocontigo.solicitudesonline.click/","2606:4700:3035::6815:1f53"
"2024-08-03 17:07:14","2.40","https://joescamp24160.activehosted.com/f/1","104.17.203.31"
"2024-08-03 17:07:13","2.50","https://joescamp24160.activehosted.com/admin/archived_user.php","104.17.206.31"
"2024-08-03 17:07:05","1.40","https://is.gd/BCP_Prestamos","2606:4700:20::6819:ea35"
"2024-08-03 17:07:02","2.40","https://indiaironore.com","87.121.112.75"
"2024-08-03 17:06:59","3.80","https://imbakassinn.is/33840505955005005/14.3.339.0/auth/index.php?login=redacted@abuse.ionos.com","162.0.232.165"
"2024-08-03 17:06:50","3.40","https://huquge.com","87.121.112.75"
"2024-08-03 17:06:17","1.10","https://habitnav.com/assets/data-tables-pre/muhatavkara.php","205.251.164.110"
"2024-08-03 17:05:58","4.40","https://gpssheep.com","87.121.112.75"
"2024-08-03 17:05:56","5.40","https://gpiplaw.com/s/zylh","104.21.70.82"
"2024-08-03 17:05:49","5.40","https://gnfnf.webflow.io/","151.101.2.188"
"2024-08-03 17:05:39","1.80","https://gg.gg/Bcp-areaderetencion","91.215.42.31"
"2024-08-03 17:05:27","1.80","https://georgelaverty2.wixsite.com/my-site-1","34.144.206.118"
"2024-08-03 17:04:05","3.40","https://fuude1.com/signin/mfa","156.238.249.46"
"2024-08-03 17:04:03","3.50","https://fubstockholmslan.s3.ap-south-1.amazonaws.com/fubstockholmslan.html","52.219.158.34"
"2024-08-03 17:04:01","2.90","https://free-5349664.webadorsite.com/","34.90.225.198"
"2024-08-03 17:03:54","4.50","https://forms.banblf.com.pe/sorteo.html","208.109.28.149"
"2024-08-03 17:03:16","4.90","https://fig21242671.sitelium.site/","34.237.47.210"
"2024-08-03 17:03:11","4.50","https://f6f991-58468.portmap.io:58468/fb0b8e108d1722708209nb/en-02/?x=","193.161.193.99"
"2024-08-03 17:03:10","5.50","https://eseaypservice-fizztelecom.codeanyapp.com/pia/api/","198.199.109.95"
"2024-08-03 17:03:03","2.30","https://emails.sdr.om/update.phtml","104.21.90.123"
"2024-08-03 17:02:55","2.40","https://dpolwerdsmnjduryfh.weebly.com/","74.115.51.9"
"2024-08-03 17:02:52","2.10","https://docs.google.com/presentation/d/e/2PACX-1vT5Kl4A2NPvBdnOo3N4dJpwyupy5vfJJpP6bKKc1fCOj4EG_pgD5l06sDfG_BbEAdjUt9dqkl-smJHJ/pub?start=false&amp;loop=false&amp;delayms=3000","142.251.40.174"
"2024-08-03 17:02:47","2.10","https://docs.google.com/presentation/d/e/2PACX-1vSIlK0GKnMoWFSb7_iaEKNgVf3yjaN0s7BZBL65P2r-UFvwhxNem50LCDOLQap87XG-Ff7UFVOgSX5d/pub?start=false&amp;loop=false&amp;delayms=3000","142.251.40.174"
"2024-08-03 17:02:43","1.90","https://did.pyw.mybluehost.me/netpanel24/emember-netflix.sncgp.pt/?token","162.241.218.97"
"2024-08-03 17:02:42","2.50","https://did.pyw.mybluehost.me/netpanel24/emember-netflix.sncgp.pt/app/index.php?view=main&id=10cdda10d453f1c7b9f4c910050f28ec","162.241.218.97"
"2024-08-03 17:02:40","1.00","https://dcar-nsiwjn.com","160.251.121.186"
"2024-08-03 17:02:31","5.00","https://crm3.blendly.co.uk/DKR/signin.php?37.63.112.207","178.62.9.197"
"2024-08-03 17:02:27","3.00","https://crabaq.com/cache/framework.php?uid=742775&src=ion_7_24_2","173.254.28.234"
"2024-08-03 17:02:22","2.40","https://consultascyber-prestamo.net.pe/","2606:4700:3035::ac43:a6b8"
"2024-08-03 17:01:59","2.40","https://cnhongde.com","87.121.112.75"
"2024-08-03 17:01:54","1.50","https://clone-of-engineering-company-66ac32d72b651.ycode.site/","104.21.45.76"
"2024-08-03 17:01:46","2.50","https://cety.app/inAiVNO","172.67.207.130"
"2024-08-03 17:01:25","3.90","https://bt-communications-109770.weeblysite.com/","74.115.51.55"
"2024-08-03 17:01:23","2.90","https://btbroadband0001.weebly.com/","74.115.51.9"
"2024-08-03 17:01:22","1.90","https://btadffhbkdjfgsadjfshdgfgte.webflow.io/","151.101.2.188"
"2024-08-03 17:01:21","4.90","https://bt-106330.weeblysite.com/","74.115.51.55"
"2024-08-03 17:01:19","1.80","https://bobmarce7.wixsite.com/my-site-1","34.144.206.118"
"2024-08-03 17:01:17","1.80","https://bit.ly/4djGG9V","67.199.248.10"
"2024-08-03 17:01:11","3.40","https://bestshopprice.com/wp-content/themes/go.html","213.32.107.241"
"2024-08-03 17:01:10","5.40","https://beneficioscalifica2024.help","2606:4700:3035::6815:25f9"
"2024-08-03 17:01:08","1.80","https://belltreetops.wixsite.com/my-site-1","34.144.206.118"
"2024-08-03 17:01:07","5.40","https://bbui.webflow.io/","151.101.66.188"
"2024-08-03 17:01:06","1.50","https://bancalnternet-empresas-interbanlkpe.website/","45.137.159.88"
"2024-08-03 17:01:02","2.90","https://authdappresolve.pages.dev/pages/select-wallet","2606:4700:310c::ac42:2f77"
"2024-08-03 17:01:01","3.40","https://aug.koc.mybluehost.me/anti/?p=mEFgH","162.241.253.60"
"2024-08-03 17:00:37","1.80","https://app-ing.direct-ayuda.com","2606:4700:3034::ac43:c211"
"2024-08-03 17:00:32","2.20","https://allegrolokalnie.y0j19g2.pl/oferta/0988cc51-5541-47c8-97cd-6c547982b73c","2606:4700:3034::6815:22d9"
"2024-08-03 17:00:30","4.00","https://agostosolicitud.zonaviaweb.com/","2606:4700:3033::6815:1c4c"
"2024-08-03 17:00:29","2.00","https://agostosolicitudes.consultavirtual.click/","104.21.37.69"
"2024-08-03 17:00:28","4.50","https://agostoreactiva.zonaviaweb.com/","2606:4700:3033::6815:1c4c"
"2024-08-03 17:00:27","4.00","https://agostoreactiva.serviciosenlinea.click/","104.21.83.166"
"2024-08-03 17:00:26","3.50","https://agostoavanza.solicitudesonline.click/","2606:4700:3030::ac43:af7c"
"2024-08-03 17:00:24","4.50","https://agostoavanza.serviceonline.click/","172.67.191.97"
"2024-08-03 17:00:20","1.40","https://139715.com/app-userlogin","124.156.239.69"
"2024-08-03 16:58:37","1.90","http://etudetshimbadi.cd/Itau/","136.243.219.86"
"2024-08-03 16:58:29","1.90","http://authdappresolve.pages.dev/pages/select-wallet","2606:4700:310c::ac42:2f77"
"2024-08-03 16:58:29","1.00","http://allegrolokalnie.produkt-v213.pl","2606:4700:3033::ac43:c051"
"2024-08-03 16:58:27","4.50","http://aasimoes.pt/pages/browse/index_en.php","130.185.84.99"
"2024-08-03 16:58:09","5.00","http://00lx.054815478.xyz/","104.21.23.219"
"2024-08-03 14:18:16","4.90","https://okxlogoginn.gitbook.io/","104.18.1.81"
"2024-08-03 14:18:11","6.20","https://namecheapsupport-wobzem727434.codeanyapp.com/name/name/network/oauth/login.php","198.199.109.95"
"2024-08-03 14:13:52","2.00","https://metassks-extension.gitbook.io/us","104.18.1.81"
"2024-08-03 14:05:27","1.40","https://hope-crometamask.gitbook.io/us","2606:4700::6812:51"
"2024-08-03 14:05:11","1.80","https://help-h--metmeask.gitbook.io/us","2606:4700::6812:51"
"2024-08-03 14:01:56","3.00","https://cyberwave.msk.ru/zQCAs/","172.67.208.225"
"2024-08-03 14:00:34","4.50","http://pub-eac6fe21378143508c51030a53f68bd1.r2.dev/auth_gen.html","104.18.2.35"
"2024-08-03 11:25:49","4.70","http://zpr.io/tC7a8erpCMAz","44.207.249.44"
"2024-08-03 11:25:47","2.10","http://www.tenlegram.org/","178.157.60.45"
"2024-08-03 11:25:44","3.70","http://www.steamcommunity.com.co/","152.89.198.149"
"2024-08-03 11:25:42","5.70","http://www.rennerpagamentos.rf.gd/index.php/promo","185.27.134.176"
"2024-08-03 11:25:41","4.80","http://www.rennerpagamentos.rf.gd/index.php/cartao-renner/","185.27.134.176"
"2024-08-03 11:25:40","1.50","http://www.rennerpagamentos.rf.gd/","185.27.134.176"
"2024-08-03 11:25:40","4.30","http://www.freeusps.com/collections/2022/products/national-marine-sanctuaries-2022-7986/","104.18.19.163"
"2024-08-03 11:25:39","4.10","http://www.freeusps.com/collections/2019/products/frogs-2019-1148/","104.18.19.163"
"2024-08-03 11:25:38","4.30","http://www.freeusps.com/collections/2019/products/first-moon-landing-2019-6137/","104.18.19.163"
"2024-08-03 11:25:37","4.10","http://www.freeusps.com/collections/2019/products/2019-coral-reefs-100pcs/","104.18.19.163"
"2024-08-03 11:25:36","3.50","http://www.dilsajimenez.com/wp-includes/images/smilies/images/smiles/erganiefwaplpagegenthdriyryhdej.html","192.185.174.238"
"2024-08-03 11:25:35","1.70","http://www.chapter11-ftxlimited.com/","172.67.138.15"
"2024-08-03 11:25:34","1.90","http://www.aidesante-ameli.info/","45.139.104.76"
"2024-08-03 11:25:32","4.50","http://www.426578-coinbase.com/","51.81.126.39"
"2024-08-03 11:25:31","6.50","http://www.365ok14.com/mobile-client/bet365_627/","20.239.97.157"
"2024-08-03 11:25:28","6.00","http://wespynetflix.vercel.app:443/","76.76.21.142"
"2024-08-03 11:25:27","3.80","http://wendytozer1.wixsite.com/microsoftservices","34.144.206.118"
"2024-08-03 11:25:26","2.30","http://wap.jxfuer.cn/tags-89.html","23.225.23.45"
"2024-08-03 11:25:22","5.50","http://v1.bcit.pro/2131005010/Instagram.com.html","66.29.146.75"
"2024-08-03 11:25:20","4.90","http://tiktok8.biz/","112.213.117.132"
"2024-08-03 11:25:18","5.60","http://tiktok686.vip/","202.162.99.75"
"2024-08-03 11:25:07","5.50","https://xrphealthcare.com/SBB2k24/SBB/index/","2606:4700:20::681a:42f"
"2024-08-03 11:24:50","4.50","https://www.xprescanpost.com/","91.212.166.16"
"2024-08-03 11:24:49","2.30","https://www.property-unlocking.homes/","104.21.17.40"
"2024-08-03 11:24:48","5.10","https://www.jo333.com/","103.241.74.150"
"2024-08-03 11:24:44","2.20","https://www.dvd365x.top:8989/mobile-client/bet365_627/index.html?td_channelid=627","20.239.97.157"
"2024-08-03 11:24:37","4.50","https://www.canxpresspost.com/","91.212.166.16"
"2024-08-03 11:24:35","3.70","https://www.abcjiajiao.com/","156.225.132.169"
"2024-08-03 11:24:32","5.00","https://www.aa5aa5aa5aa5aa44.app:3669/home","134.122.200.173"
"2024-08-03 11:24:29","2.80","https://workers-playground-round-block-439f.senatab-medical.workers.dev/","172.67.146.231"
"2024-08-03 11:24:28","4.00","https://wertyuirftgy.weebly.com/","74.115.51.9"
"2024-08-03 11:24:25","4.30","https://web-metamaskextension.gitbook.io/","104.18.1.81"
"2024-08-03 11:24:18","3.00","https://vlv-v-d.pages.dev/Atmaksa_apstiprinata?Prosnja=LV2ID241","2606:4700:310c::ac42:2c5d"
"2024-08-03 11:24:15","5.00","https://verifiedticket.info/contact/984523102100/","192.250.234.56"
"2024-08-03 11:24:12","1.60","https://uyapesorgu.com/sorgu","104.21.36.217"
"2024-08-03 11:24:06","2.90","https://uphpnold-longin.gitbook.io/","104.18.1.81"
"2024-08-03 11:23:56","3.00","https://uemswoalsendj.weebly.com/","74.115.51.9"
"2024-08-03 11:23:44","5.60","https://transportationzhxztpro.top/i/","47.90.158.104"
"2024-08-03 11:23:42","5.10","https://transportationvjxztpro.top/i/","47.89.150.26"
"2024-08-03 11:23:40","5.10","https://transportationjjxztpro.top/i/","47.89.150.26"
"2024-08-03 11:23:36","2.60","https://toc.pju.mybluehost.me/import-wallet/meta/","162.241.218.211"
"2024-08-03 11:23:35","5.40","https://tiktok686.shop/","202.162.99.75"
"2024-08-03 11:23:29","2.30","https://telegramcnzh-app.org/","154.194.156.201"
"2024-08-03 11:23:23","2.20","https://support-trazor---view-hardware.webflow.io/","151.101.194.188"
"2024-08-03 11:23:17","6.40","https://supportcreatorportal.com/Center/Meta/login.php","2606:4700:3032::6815:17f5"
"2024-08-03 11:23:14","3.10","https://substratalgofun.com/","104.21.13.225"
"2024-08-03 11:23:13","3.20","https://submit-service-here-review.vercel.app/","76.76.21.93"
"2024-08-03 11:23:12","4.50","https://stw3p5-5000.csb.app/","104.18.6.184"
"2024-08-03 11:23:11","5.30","https://steammcomunity.com/profile/5745169326806316392","147.45.47.40"
"2024-08-03 11:23:09","5.30","https://steamcommunjlnty.com/profiles/76564500836409024","2606:4700:3037::6815:3ded"
"2024-08-03 11:23:07","2.00","https://spotifypremium.net/es/download/","2606:4700:3032::ac43:824a"
"2024-08-03 11:23:03","5.60","https://smtp4.ariebuzilo.com/","103.241.74.150"
"2024-08-03 11:22:56","5.20","https://sites.google.com/l0gin-microsoftwebonlne.app/78645324?usp=sharing","2607:f8b0:4006:817::200e"
"2024-08-03 11:22:51","2.20","https://shrturl.net/pmf-gx3n","104.21.80.83"
"2024-08-03 11:22:46","4.50","https://service9073-admin9872-alix.codeanyapp.com/fr/75000/2dd32625adddec41f87f/nkl-log.php/","198.199.109.95"
"2024-08-03 11:22:42","5.50","https://s3.ap-northeast-1.amazonaws.com/kilometerthirtheen/a7e45aa3fdae5f21285b2fe4934bd820.htm","52.219.136.154"
"2024-08-03 11:22:40","6.70","https://roblox.com.zm/games/10449761463/The-Strongest-Battlegrounds?privateServerLinkCode=22919554639422626360922039380445","154.213.191.64"
"2024-08-03 11:22:36","1.30","https://restructure-ftxlimited.com/","172.67.171.45"
"2024-08-03 11:22:32","5.60","https://rating.ariebuzilo.com/","103.241.74.150"
"2024-08-03 11:22:30","4.50","https://rahul26102003.github.io/netflix","2606:50c0:8000::153"
"2024-08-03 11:22:29","2.90","https://r59qdq-5000.fc-eu-0.pitcher.csb.app/","167.235.8.253"
"2024-08-03 11:22:26","2.50","https://qrco.de/bfHSRL?mc_phishing_protection_id=28398-cqn0h9rjhvaav0cplud0","18.238.49.67"
"2024-08-03 11:22:23","4.10","https://pub-d9f64b9ee0924be6a0cd816da5061b2f.r2.dev/index.html","104.18.2.35"
"2024-08-03 11:22:22","3.10","https://pub-d9e0fa9d4d5c442291d5788540921b89.r2.dev/index.html","2606:4700::6812:323"
"2024-08-03 11:22:20","3.60","https://pub-d94a2ac4aa004ad2a84e79ecfa0116b2.r2.dev/index.html","2606:4700::6812:223"
"2024-08-03 11:22:19","4.60","https://pub-c689ef8f881240ec915e4532c3ad472a.r2.dev/index.html","2606:4700::6812:223"
"2024-08-03 11:22:18","4.10","https://pub-b5f500ecd776465789d9414cf14ace68.r2.dev/index.html","2606:4700::6812:323"
"2024-08-03 11:22:17","4.10","https://pub-b1721ed223384bfa85a455b8da6fdcf6.r2.dev/index.html","2606:4700::6812:323"
"2024-08-03 11:22:14","5.60","https://pub-9d106e5b1e1a4c04984fbb96a93c53c2.r2.dev/index.html","104.18.2.35"
"2024-08-03 11:22:13","4.60","https://pub-7ea63c8a51534c4998caec878de3befa.r2.dev/index.html","2606:4700::6812:323"
"2024-08-03 11:22:12","4.60","https://pub-607041b14e4746b0a2a0dc4be85f97c8.r2.dev/index.html","2606:4700::6812:223"
"2024-08-03 11:22:08","4.10","https://pub-1b7e8a96f72d45b6b8ead08a2f28011c.r2.dev/index.html","104.18.3.35"
"2024-08-03 11:22:07","5.60","https://pub-0217eb04519042788b95bbac2628a388.r2.dev/index.html","104.18.3.35"
"2024-08-03 11:22:05","4.70","https://pttgov-jj.top/help/","172.67.152.207"
"2024-08-03 11:21:59","2.90","https://phantoymwalllet.gitbook.io/","2606:4700::6812:151"
"2024-08-03 11:21:55","3.20","https://pendaftaran-lowongan-pekerjaan-indonesia.t3le-4pp.com/j/","2606:4700:3037::6815:5de5"
"2024-08-03 11:21:52","4.20","https://pbrd.com.br/","199.193.117.170"
"2024-08-03 11:21:40","5.90","https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/frdtal0a81zt/b/NiMjlhMTU2LWE0ZGItNDY0MC0/o/login.microsoftonline.com","134.70.40.1"
"2024-08-03 11:21:38","3.10","https://nileshnimawat.github.io/clone-netflix","2606:50c0:8002::153"
"2024-08-03 11:21:37","2.50","https://my-upholdloogon.gitbook.io/","104.18.1.81"
"2024-08-03 11:21:23","2.80","https://multichainwalletnode.com/","159.100.6.5"
