Date,SampleHash,SampleDir,Domain
2025-01-03,cde6d8a43b623b65,2025-01-03-10-phishtank,https://www.google.com/
2025-01-03,3531cd3eb6655692,2025-01-03-10-phishtank,https://www.google.com/
2025-01-03,5500826df72be85a,2025-01-03-10-phishtank,https://www.google.com/
2025-01-03,e6656583c41c47d5,2025-01-03-10-phishtank,https://www.google.com/
2025-01-03,a07e015870cf35a8,2025-01-03-20-phishtank,https://www.google.com/
2025-01-03,71647502d8693a2c,2025-01-03-03-phishtank,https://www.google.com/
2025-01-04,e789f441d47eeda4,2025-01-04-17-openphish,https://www.mediapart.fr/
2025-01-04,21f6a78009cec66c,2025-01-04-07-phishstats,https://www.google.com/
2025-01-04,cde6d8a43b623b65,2025-01-04-07-phishstats,https://www.google.com/
2025-01-04,eb36e21a7ce4e280,2025-01-04-07-phishstats,https://www.mediapart.fr/
2025-01-04,a07e015870cf35a8,2025-01-04-07-phishstats,https://www.google.com/
2025-01-04,3531cd3eb6655692,2025-01-04-07-phishstats,https://www.google.com/
2025-01-04,bed20f6758873796,2025-01-04-07-phishstats,https://www.mediapart.fr/
2025-01-04,9cea5498a33bc0e4,2025-01-04-07-phishstats,https://www.google.com/
2025-01-04,e6656583c41c47d5,2025-01-04-07-phishstats,https://www.google.com/
2025-01-04,e789f441d47eeda4,2025-01-04-17-phishstats,https://www.mediapart.fr/
2025-01-04,f6ca75b4cc490d03,2025-01-04-17-phishtank,https://www.dubaipolice.gov.ae/
2025-01-04,bdc75d2dee691782,2025-01-04-17-phishtank,https://www.google.com/
2025-01-04,c54800e392d7c4bb,2025-01-04-17-phishtank,https://www.dubaipolice.gov.ae/
2025-01-04,98c4df10662cd746,2025-01-04-17-phishtank,https://www.youtube.com/
2025-01-05,b084db175ba8755a,2025-01-05-05-openphish,https://href.li/?https\://www.bbc.com
2025-01-05,b7a1436090fc3a9d,2025-01-05-05-openphish,https://href.li/?https\://wikipedia.de
2025-01-05,016d014c9ee9335f,2025-01-05-05-openphish,https://href.li/?https\://www.bbc.com
2025-01-05,f6ca75b4cc490d03,2025-01-05-05-phishstats,https://www.dubaipolice.gov.ae/
2025-01-05,bdc75d2dee691782,2025-01-05-05-phishstats,https://www.google.com/
2025-01-05,9ec607df17f6e1e9,2025-01-05-05-phishstats,https://href.li/?https\://wikipedia.de
2025-01-05,c54800e392d7c4bb,2025-01-05-05-phishstats,https://www.dubaipolice.gov.ae/
2025-01-05,5a6c2c1133ca21a5,2025-01-05-05-phishstats,https://www.foxnews.com/?s1gninew_
2025-01-05,98c4df10662cd746,2025-01-05-05-phishstats,https://www.youtube.com/
2025-01-05,7d75dbde0a48ad6d,2025-01-05-16-phishstats,https://href.li/?https\://wikipedia.de
2025-01-05,b084db175ba8755a,2025-01-05-16-phishstats,https://href.li/?https\://www.bbc.com
2025-01-05,b7a1436090fc3a9d,2025-01-05-16-phishstats,https://href.li/?https\://wikipedia.de
2025-01-05,92b97fa339be81ce,2025-01-05-16-phishstats,https://href.li/?https\://www.bbc.com
2025-01-05,016d014c9ee9335f,2025-01-05-16-phishstats,https://href.li/?https\://www.bbc.com
2025-01-06,1fe4277b116551db,2025-01-06-14-openphish,https://duckduckgo.com/?q=Onedrive%20Business&t=h_&ia=web
2025-01-06,041f5a335ff2b767,2025-01-06-14-phishtank,https://www.google.com/
2025-01-06,44311f8aa6126036,2025-01-06-14-phishtank,https://href.li/?https\://wikipedia.de
2025-01-06,9e4d28d9f98260e0,2025-01-06-14-phishtank,https://www.mediapart.fr/
2025-01-06,a120713d0f989dad,2025-01-06-14-phishtank,https://www.mediapart.fr/
2025-01-06,0926cbb03878a3a2,2025-01-06-14-phishtank,https://www.google.com/?pub=540201&hitid=453594809&gws_rd=ssl
2025-01-06,23e283e68471fbdd,2025-01-06-14-phishtank,https://www.google.com/
2025-01-06,b7a1436090fc3a9d,2025-01-06-14-phishtank,https://href.li/?https\://wikipedia.de
2025-01-06,dc5573b1e9542cbe,2025-01-06-14-phishtank,https://www.mediapart.fr/
2025-01-06,ee340ed26ce5e4ef,2025-01-06-05-phishtank,https://www.google.com/
2025-01-06,360c2c7a7bc3c466,2025-01-06-05-phishtank,https://www.google.com/
2025-01-06,455f8919aba10086,2025-01-06-05-phishtank,https://www.google.com/
2025-01-07,8fff008d8ec803ee,2025-01-07-15-phishtank,https://www.google.com/
2025-01-07,97a6a1b72f2b06d9,2025-01-07-15-phishtank,https://www.google.com/
2025-01-07,1a22cc6ab67301bf,2025-01-07-15-phishtank,https://www.google.com/
2025-01-07,185cbe43a1761b5d,2025-01-07-15-phishtank,https://www.google.com/
2025-01-07,7952884257938cd7,2025-01-07-15-phishtank,https://www.google.com/
2025-01-07,db12c6b7451b7094,2025-01-07-15-phishtank,https://www.google.com/
2025-01-07,dab2ca9119e7c52a,2025-01-07-15-openphish,https://duckduckgo.com/?q=Onedrive%20Business&t=h_&ia=web
2025-01-07,125d309ce6202b41,2025-01-07-15-openphish,https://www.mediapart.fr/
2025-01-07,9c9f073467dab13e,2025-01-07-15-openphish,https://www.google.com/
2025-01-07,b14f6e6f01f837ac,2025-01-07-15-phishstats,https://www.mediapart.fr/
2025-01-07,4c08670a8fb83fcc,2025-01-07-15-phishstats,https://www.mediapart.fr/
2025-01-07,9cea5498a33bc0e4,2025-01-07-15-phishstats,https://www.google.com/
2025-01-08,269bb4085b876226,2025-01-08-00-phishtank,https://www.google.com/
2025-01-08,7037382d912f8ad6,2025-01-08-00-openphish,https://www.pairchannel.com/
2025-01-08,40387d8694ea2d66,2025-01-08-18-openphish,https://href.li/?https\://www.bbc.com
2025-01-08,46ae12555f0b0f52,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,17dcd3a1260a8f49,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,b77bb5b75cdd784c,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,8afa73dbdf3bab44,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,f28489bda60cb811,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,32e5afd99a7065e9,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,312ad3fd4d373f6f,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,76cfbddf441a95ab,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,b7a6c507e3648518,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,0c638a72a58148c5,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,81772a99b3062006,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,9953dd473648f376,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,4039293f0412ca4c,2025-01-08-18-phishtank,https://www.mediapart.fr/
2025-01-08,5f2c7b9308c97e21,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,9ab60b9a8abd4efa,2025-01-08-18-phishtank,https://href.li/?https\://www.bbc.com
2025-01-08,f897b71d7adc9696,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,08d9af264fc002bc,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,34458ac7da32292f,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,356e7226dd8272ad,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,05df64169b672017,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,fbbc02b2a9da5e98,2025-01-08-18-phishtank,https://www.facebook.com/
2025-01-08,c5f27413aafa4720,2025-01-08-18-phishtank,https://www.google.com/
2025-01-08,125d309ce6202b41,2025-01-08-00-phishstats,https://www.mediapart.fr/
2025-01-09,46ae12555f0b0f52,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,17dcd3a1260a8f49,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,b77bb5b75cdd784c,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,8afa73dbdf3bab44,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,32e5afd99a7065e9,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,c216e215a637b5b2,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,312ad3fd4d373f6f,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,76cfbddf441a95ab,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,0afd7890eb8cf701,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,81772a99b3062006,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,9953dd473648f376,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,2b3f384564790c2d,2025-01-09-09-phishstats,https://www.mediapart.fr/
2025-01-09,4039293f0412ca4c,2025-01-09-09-phishstats,https://www.mediapart.fr/
2025-01-09,5f2c7b9308c97e21,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,f897b71d7adc9696,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,08d9af264fc002bc,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,34458ac7da32292f,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,5996d9382b5e1607,2025-01-09-09-phishstats,https://www.mediapart.fr/
2025-01-09,489f451f1e42d3bf,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,40b33e046e473c74,2025-01-09-09-phishstats,https://www.mediapart.fr/
2025-01-09,519e61bc2b08b3ac,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,05df64169b672017,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,88957a21cd2144a5,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,fbbc02b2a9da5e98,2025-01-09-09-phishstats,https://www.facebook.com/
2025-01-09,9cea5498a33bc0e4,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,c5f27413aafa4720,2025-01-09-09-phishstats,https://www.google.com/
2025-01-09,5996d9382b5e1607,2025-01-09-02-openphish,https://www.mediapart.fr/
2025-01-09,489f451f1e42d3bf,2025-01-09-02-openphish,https://www.google.com/
2025-01-09,40b33e046e473c74,2025-01-09-02-openphish,https://www.mediapart.fr/
2025-01-09,519e61bc2b08b3ac,2025-01-09-02-openphish,https://www.google.com/
2025-01-09,67a1af34d5cba4cd,2025-01-09-09-phishtank,https://www.google.com/
2025-01-09,7037382d912f8ad6,2025-01-09-02-phishstats,https://www.pairchannel.com/
2025-01-09,40387d8694ea2d66,2025-01-09-02-phishstats,https://href.li/?https\://www.bbc.com
2025-01-09,ffc796fbf8c09b67,2025-01-09-02-phishstats,https://www.google.com/?_r=1
2025-01-09,44311f8aa6126036,2025-01-09-02-phishstats,https://href.li/?https\://wikipedia.de
2025-01-09,97a6a1b72f2b06d9,2025-01-09-02-phishstats,https://www.google.com/
2025-01-09,1a22cc6ab67301bf,2025-01-09-02-phishstats,https://www.google.com/
2025-01-09,1d6d7cb91f178826,2025-01-09-02-phishstats,https://www.pairchannel.com/
2025-01-09,23e283e68471fbdd,2025-01-09-02-phishstats,https://www.google.com/
2025-01-09,185cbe43a1761b5d,2025-01-09-02-phishstats,https://www.google.com/
2025-01-09,7952884257938cd7,2025-01-09-02-phishstats,https://www.google.com/
2025-01-09,b165067061bdae55,2025-01-09-02-phishstats,https://href.li/?https\://www.bbc.com
2025-01-09,0afd7890eb8cf701,2025-01-09-02-phishtank,https://www.google.com/
2025-01-09,489f451f1e42d3bf,2025-01-09-02-phishtank,https://www.google.com/
2025-01-10,9cea5498a33bc0e4,2025-01-10-21-phishstats,https://www.google.com/
2025-01-10,9adbf0757df5b784,2025-01-10-21-phishtank,https://www.google.com/
2025-01-12,6981f057d01bf652,2025-01-12-15-phishstats,https://www.mediapart.fr/
2025-01-12,ebc6ef3ffdcf3151,2025-01-12-15-phishstats,https://www.mediapart.fr/
2025-01-12,5f13930058a22dc5,2025-01-12-03-phishstats,https://www.xietaoz.com/
2025-01-12,f6921cdccd3cc93d,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,e59aba32ff004ac5,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,dbf23ec68c5c3e26,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,3a1454e8c342cce7,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,67a1af34d5cba4cd,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,f97406075288af06,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,6a3d1c4c1ea99a1e,2025-01-12-03-phishstats,https://www.xietaoz.com/
2025-01-12,27aa5c4eb8e075c2,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,4f59dde9d06c1b60,2025-01-12-03-phishstats,https://www.xietaoz.com/
2025-01-12,647e57e0ca768535,2025-01-12-03-phishstats,https://www.xietaoz.com/
2025-01-12,d21d555f63be992d,2025-01-12-03-phishstats,https://www.xietaoz.com/
2025-01-12,9cea5498a33bc0e4,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,de8845538f086366,2025-01-12-03-phishstats,https://www.xietaoz.com/
2025-01-12,a42286eb68c77fb2,2025-01-12-03-phishstats,https://www.google.com/
2025-01-12,0632566129a62b67,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,b881aa539f92b63a,2025-01-12-06-phishtank,https://www.facebook.com/
2025-01-12,5195b0590aacd921,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,b0c7aa8178cc7a28,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,a21abc1e7a007532,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,07b8d6d83bbaf067,2025-01-12-06-phishtank,https://www.mediapart.fr/
2025-01-12,c9c9dd1710b256a3,2025-01-12-06-phishtank,https://www.mediapart.fr/
2025-01-12,7942eab7d05ae75c,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,f7a98b9a776e27d1,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,4b1ea18a0a2343b4,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,8aa2b621b478ee04,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,27aa5c4eb8e075c2,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,bf7bf3006d264a7b,2025-01-12-06-phishtank,https://www.mediapart.fr/
2025-01-12,43d131229c7dac03,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,d98bd78bc58bcf09,2025-01-12-06-phishtank,https://www.mediapart.fr/
2025-01-12,18118e9c85ea72bf,2025-01-12-06-phishtank,https://www.facebook.com/
2025-01-12,a06c148cec6669fd,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,4b56ec76d26ca21a,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,59d72336ddf9b480,2025-01-12-06-phishtank,https://www.mediapart.fr/
2025-01-12,5c517fce4139bc31,2025-01-12-06-phishtank,https://href.li/?https\://example.com
2025-01-12,c0c5f20ab06c5049,2025-01-12-06-phishtank,https://www.mediapart.fr/
2025-01-12,ad494d1a0ad84d59,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,a42286eb68c77fb2,2025-01-12-06-phishtank,https://www.google.com/
2025-01-12,f94052abb8dc031c,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,43c55542e97a5c9a,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,60174e9132a324f4,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,15d11e667e20d3b3,2025-01-12-03-phishtank,https://disq.us/?url=https%3A%2F%2Fwatchpix.smartarz.com&key=0MRpnRXWOs1T_5zf9S3EuA
2025-01-12,33f6888759ff6395,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,9be54c62a639b003,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,dee1ee2c566cad99,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,7b7e8bec09900cd3,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,bc294bc5e3c2c674,2025-01-12-03-phishtank,https://disq.us/?url=https%3A%2F%2Fwatchpix.smartarz.com&key=0MRpnRXWOs1T_5zf9S3EuA
2025-01-12,d5d12a2192d8c021,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,27ac1d4389342550,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,1cf8dab5b1f4deb7,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,f97406075288af06,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,e0626fb91d590012,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,6e4f6ae1705765ff,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,ef8b4d13a5cc5b33,2025-01-12-03-phishtank,https://www.mediapart.fr/
2025-01-12,6fc4f5bbf79482b1,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,7ae9d4d8e828966a,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,2337edd5a3c818b7,2025-01-12-03-phishtank,https://www.mediapart.fr/
2025-01-12,042ffcfa62aa4d8e,2025-01-12-03-phishtank,https://href.li/?https\://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2F%3Fref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0
2025-01-12,c50f5c34a60a1022,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,c9f708f8167a37da,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,78b1bf6b204f470b,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,ec10cb9d1132a175,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,250e07256f326631,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,851d9ed0fa2c24ff,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,26e8c3cb3c61a4a1,2025-01-12-03-phishtank,https://www.google.com/
2025-01-12,8fcda293291ad06a,2025-01-12-03-phishtank,https://www.google.com/
2025-01-13,44edccbafab73c47,2025-01-13-03-phishtank,https://www.google.com/
2025-01-13,10b78073ee68dd19,2025-01-13-03-phishtank,https://href.li/?https\://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2F%3Fref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0
2025-01-13,375e3dd2f434f661,2025-01-13-03-phishtank,https://www.google.com/
2025-01-13,394a6bb5d000e820,2025-01-13-03-phishtank,https://www.google.com/
2025-01-13,328df98d4924c2c5,2025-01-13-03-phishtank,https://www.google.com/
2025-01-13,4138b1449a93b010,2025-01-13-03-phishtank,https://www.google.com/
2025-01-13,5a06944cfda7973b,2025-01-13-03-phishtank,https://www.google.com/
2025-01-13,e973a956aaba0f8b,2025-01-13-15-openphish,https://www.mediapart.fr/
2025-01-13,bfcf2fbe4fdd2703,2025-01-13-15-openphish,https://gbwhattsapp.com.pk/
2025-01-13,0730854c2da71ed1,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,c1ad7a7120929883,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,2ed007ff7715c9c7,2025-01-13-15-phishtank,https://www.shorturl.at/
2025-01-13,1d907d964f336429,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,8a16887eeb9e9529,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,5afff4969f996404,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,bf72a8be0a535a27,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,ec8686864a8cd623,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,73432c778dcf0794,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,f91fdb1645015aaf,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,20713447e445f46a,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,9257d2c897fb791e,2025-01-13-15-phishtank,https://www.shorturl.at/
2025-01-13,92c398fcfade7e85,2025-01-13-15-phishtank,https://www.shorturl.at/
2025-01-13,ab6766af530d71c2,2025-01-13-15-phishtank,https://www.shorturl.at/
2025-01-13,5dbd605a08561185,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,981dd7400d9db9e2,2025-01-13-15-phishtank,https://www.google.com/
2025-01-13,ddc6c5fd1d6f5855,2025-01-13-03-phishstats,https://href.li/?https\://wikipedia.de
2025-01-13,b6ea05ee6ec3399c,2025-01-13-03-phishstats,https://www.google.com/
2025-01-13,17e933469b69471f,2025-01-13-03-phishstats,https://href.li/?https\://wikipedia.de
2025-01-13,9cea5498a33bc0e4,2025-01-13-03-phishstats,https://www.google.com/
2025-01-13,a2dccc30aef1eebf,2025-01-13-03-openphish,https://gbwhatsroid.com/
2025-01-13,b6ea05ee6ec3399c,2025-01-13-03-openphish,https://www.google.com/
2025-01-13,17e933469b69471f,2025-01-13-03-openphish,https://href.li/?https\://wikipedia.de
2025-01-14,561624bc4d31a784,2025-01-14-23-phishstats,https://href.li/?https\://www.bbc.com
2025-01-14,73cf4ed7e0a1580f,2025-01-14-23-phishstats,https://instapro2.net.co/
2025-01-14,04068919618068c3,2025-01-14-23-phishstats,https://tripscantop.top/
2025-01-14,fcacc8a6a55486ea,2025-01-14-23-phishstats,https://www.google.com/
2025-01-14,37d26c63244f7243,2025-01-14-23-phishstats,https://instapro2.net.co/
2025-01-14,68033774c7abefdf,2025-01-14-23-phishstats,https://www.google.com/
2025-01-14,f1b2aecaf5274fcf,2025-01-14-23-phishstats,https://www.google.com/
2025-01-14,d1968b30ef8fb8d6,2025-01-14-23-phishstats,https://boir.com/
2025-01-14,ccf434b2a7bc4217,2025-01-14-23-phishstats,https://href.li/?https\://wikipedia.de
2025-01-14,5b5c2282eac78e32,2025-01-14-23-phishstats,https://tripscantop.top/
2025-01-14,bc8289eaa66664d1,2025-01-14-23-phishstats,https://www.google.com/
2025-01-14,605951d205603a90,2025-01-14-23-phishstats,https://www.google.com/
2025-01-14,a972ec2ebc9f5345,2025-01-14-23-phishstats,https://href.li/?https\://www.bbc.com
2025-01-14,f92995e9376cdfad,2025-01-14-23-phishstats,https://tripscantop.top/
2025-01-14,095dfe7449280b0b,2025-01-14-23-phishstats,https://tripscantop.top/
2025-01-14,f0bfcbdfe574c33b,2025-01-14-23-phishstats,https://href.li/?https\://wikipedia.de
2025-01-14,f1b2aecaf5274fcf,2025-01-14-23-openphish,https://www.google.com/
2025-01-14,1049094a9f8f2544,2025-01-14-23-openphish,https://www.google.com/
2025-01-14,fcacc8a6a55486ea,2025-01-14-23-phishtank,https://www.google.com/
2025-01-14,7fe8cd73dc6fdbcb,2025-01-14-23-phishtank,https://leprestore.com/
2025-01-14,68033774c7abefdf,2025-01-14-23-phishtank,https://www.google.com/
2025-01-14,f1b2aecaf5274fcf,2025-01-14-23-phishtank,https://www.google.com/
2025-01-14,ab36a46ba151a944,2025-01-14-23-phishtank,https://www.linkt.com.au/
2025-01-14,605951d205603a90,2025-01-14-23-phishtank,https://www.google.com/
2025-01-14,1049094a9f8f2544,2025-01-14-23-phishtank,https://www.google.com/
2025-01-14,0c4c7798ba459fbd,2025-01-14-23-phishtank,https://www.whatsapp.com/
2025-01-14,0730854c2da71ed1,2025-01-14-02-phishstats,https://www.google.com/
2025-01-14,c1ad7a7120929883,2025-01-14-02-phishstats,https://www.google.com/
2025-01-14,0632566129a62b67,2025-01-14-02-phishstats,https://www.google.com/
2025-01-14,b881aa539f92b63a,2025-01-14-02-phishstats,https://www.facebook.com/
2025-01-14,f94052abb8dc031c,2025-01-14-02-phishstats,https://www.google.com/
2025-01-14,2ed007ff7715c9c7,2025-01-14-02-phishstats,https://www.shorturl.at/
2025-01-14,60174e9132a324f4,2025-01-14-02-phishstats,https://www.google.com/
2025-01-14,44edccbafab73c47,2025-01-14-02-phishstats,https://www.google.com/
2025-01-14,15d11e667e20d3b3,2025-01-14-02-phishstats,https://disq.us/?url=https%3A%2F%2Fwatchpix.smartarz.com&key=0MRpnRXWOs1T_5zf9S3EuA
2025-01-14,1d907d964f336429,2025-01-14-02-phishstats,https://www.google.com/
